,name,region,date,value,value_daily
2353,cases,BC,2022-09-12,383981,100
2354,cases,BC,2022-09-13,384073,92
2355,cases,BC,2022-09-14,384162,89
2356,cases,BC,2022-09-15,384265,103
2357,cases,BC,2022-09-16,384356,91
2358,cases,BC,2022-09-17,384431,75
2359,cases,BC,2022-09-18,384500,69
2360,cases,BC,2022-09-19,384600,100
2361,cases,BC,2022-09-20,384671,71
2362,cases,BC,2022-09-21,384758,87
2363,cases,BC,2022-09-22,384894,136
2364,cases,BC,2022-09-23,384982,88
2365,cases,BC,2022-09-24,385066,84
2366,cases,BC,2022-09-25,385164,98
2367,cases,BC,2022-09-26,385271,107
2368,cases,BC,2022-09-27,385394,123
2369,cases,BC,2022-09-28,385493,99
2370,cases,BC,2022-09-29,385607,114
2371,cases,BC,2022-09-30,385683,76
2372,cases,BC,2022-10-01,385762,79
2373,cases,BC,2022-10-02,385847,85
2374,cases,BC,2022-10-03,385942,95
2375,cases,BC,2022-10-04,386065,123
2376,cases,BC,2022-10-05,386182,117
2377,cases,BC,2022-10-06,386276,94
2378,cases,BC,2022-10-07,386367,91
2379,cases,BC,2022-10-08,386457,90
2380,cases,BC,2022-10-09,386552,95
2381,cases,BC,2022-10-10,386642,90
2382,cases,BC,2022-10-11,386733,91
2383,cases,BC,2022-10-12,386858,125
2384,cases,BC,2022-10-13,386935,77
2385,cases,BC,2022-10-14,387007,72
2386,cases,BC,2022-10-15,387085,78
2387,cases,BC,2022-10-16,387157,72
2388,cases,BC,2022-10-17,387220,63
2389,cases,BC,2022-10-18,387312,92
2390,cases,BC,2022-10-19,387397,85
2391,cases,BC,2022-10-20,387477,80
2392,cases,BC,2022-10-21,387552,75
2393,cases,BC,2022-10-22,387618,66
2394,cases,BC,2022-10-23,387681,63
2395,cases,BC,2022-10-24,387751,70
2396,cases,BC,2022-10-25,387807,56
2397,cases,BC,2022-10-26,387888,81
2398,cases,BC,2022-10-27,387965,77
2399,cases,BC,2022-10-28,388047,82
2400,cases,BC,2022-10-29,388103,56
2401,cases,BC,2022-10-30,388156,53
2402,cases,BC,2022-10-31,388211,55
2403,cases,BC,2022-11-01,388274,63
2404,cases,BC,2022-11-02,388356,82
2405,cases,BC,2022-11-03,388391,35
2406,cases,BC,2022-11-04,388452,61
2407,cases,BC,2022-11-05,388512,60
2408,cases,BC,2022-11-06,388576,64
2409,cases,BC,2022-11-07,388646,70
2410,cases,BC,2022-11-08,388720,74
2411,cases,BC,2022-11-09,388798,78
2412,cases,BC,2022-11-10,388875,77
2413,cases,BC,2022-11-11,388938,63
2414,cases,BC,2022-11-12,388998,60
2415,cases,BC,2022-11-13,389061,63
2416,cases,BC,2022-11-14,389116,55
2417,cases,BC,2022-11-15,389207,91
2418,cases,BC,2022-11-16,389279,72
2419,cases,BC,2022-11-17,389343,64
2420,cases,BC,2022-11-18,389434,91
2421,cases,BC,2022-11-19,389499,65
2422,cases,BC,2022-11-20,389574,75
2423,cases,BC,2022-11-21,389680,106
2424,cases,BC,2022-11-22,389762,82
2425,cases,BC,2022-11-23,389834,72
2426,cases,BC,2022-11-24,389942,108
2427,cases,BC,2022-11-25,390029,87
2428,cases,BC,2022-11-26,390105,76
2429,cases,BC,2022-11-27,390174,69
2430,cases,BC,2022-11-28,390254,80
2431,cases,BC,2022-11-29,390352,98
2432,cases,BC,2022-11-30,390431,79
2433,cases,BC,2022-12-01,390510,79
2434,cases,BC,2022-12-02,390586,76
2435,cases,BC,2022-12-03,390645,59
2436,cases,BC,2022-12-04,390706,61
2437,cases,BC,2022-12-05,390799,93
2438,cases,BC,2022-12-06,390894,95
2439,cases,BC,2022-12-07,391003,109
2440,cases,BC,2022-12-08,391102,99
2441,cases,BC,2022-12-09,391205,103
2442,cases,BC,2022-12-10,391305,100
2443,cases,BC,2022-12-11,391392,87
2444,cases,BC,2022-12-12,391491,99
2445,cases,BC,2022-12-13,391580,89
2446,cases,BC,2022-12-14,391667,87
2447,cases,BC,2022-12-15,391752,85
2448,cases,BC,2022-12-16,391842,90
2449,cases,BC,2022-12-17,391914,72
2450,cases,BC,2022-12-18,391984,70
2451,cases,BC,2022-12-19,392069,85
2452,cases,BC,2022-12-20,392151,82
2453,cases,BC,2022-12-21,392231,80
2454,cases,BC,2022-12-22,392328,97
2455,cases,BC,2022-12-23,392379,51
2456,cases,BC,2022-12-24,392476,97
2457,cases,BC,2022-12-25,392558,82
2458,cases,BC,2022-12-26,392643,85
2459,cases,BC,2022-12-27,392744,101
2460,cases,BC,2022-12-28,392828,84
2461,cases,BC,2022-12-29,392958,130
2462,cases,BC,2022-12-30,393080,122
2463,cases,BC,2022-12-31,393169,89
2464,cases,BC,2023-01-01,393256,87
2465,cases,BC,2023-01-02,393345,89
2466,cases,BC,2023-01-03,393448,103
2467,cases,BC,2023-01-04,393562,114
2468,cases,BC,2023-01-05,393665,103
2469,cases,BC,2023-01-06,393763,98
2470,cases,BC,2023-01-07,393831,68
2471,cases,BC,2023-01-08,393890,59
2472,cases,BC,2023-01-09,393987,97
2473,cases,BC,2023-01-10,394082,95
2474,cases,BC,2023-01-11,394161,79
2475,cases,BC,2023-01-12,394233,72
2476,cases,BC,2023-01-13,394324,91
2477,cases,BC,2023-01-14,394390,66
2478,cases,BC,2023-01-15,394468,78
2479,cases,BC,2023-01-16,394556,88
2480,cases,BC,2023-01-17,394606,50
2481,cases,BC,2023-01-18,394657,51
2482,cases,BC,2023-01-19,394700,43
2483,cases,BC,2023-01-20,394753,53
2484,cases,BC,2023-01-21,394798,45
2485,cases,BC,2023-01-22,394844,46
2486,cases,BC,2023-01-23,394871,27
2487,cases,BC,2023-01-24,394912,41
2488,cases,BC,2023-01-25,394970,58
2489,cases,BC,2023-01-26,395006,36
2490,cases,BC,2023-01-27,395061,55
2491,cases,BC,2023-01-28,395090,29
2492,cases,BC,2023-01-29,395114,24
2493,cases,BC,2023-01-30,395160,46
2494,cases,BC,2023-01-31,395202,42
2495,cases,BC,2023-02-01,395256,54
2496,cases,BC,2023-02-02,395297,41
2497,cases,BC,2023-02-03,395333,36
2498,cases,BC,2023-02-04,395367,34
2499,cases,BC,2023-02-05,395401,34
2500,cases,BC,2023-02-06,395448,47
2501,cases,BC,2023-02-07,395498,50
2502,cases,BC,2023-02-08,395547,49
2503,cases,BC,2023-02-09,395598,51
2504,cases,BC,2023-02-10,395652,54
2505,cases,BC,2023-02-11,395708,56
2506,cases,BC,2023-02-12,395757,49
2507,cases,BC,2023-02-13,395816,59
2508,cases,BC,2023-02-14,395852,36
2509,cases,BC,2023-02-15,395910,58
2510,cases,BC,2023-02-16,395987,77
2511,cases,BC,2023-02-17,396020,33
2512,cases,BC,2023-02-18,396065,45
2513,cases,BC,2023-02-19,396113,48
2514,cases,BC,2023-02-20,396165,52
2515,cases,BC,2023-02-21,396250,85
2516,cases,BC,2023-02-22,396300,50
2517,cases,BC,2023-02-23,396357,57
2518,cases,BC,2023-02-24,396418,61
2519,cases,BC,2023-02-25,396469,51
2520,cases,BC,2023-02-26,396529,60
2521,cases,BC,2023-02-27,396575,46
2522,cases,BC,2023-02-28,396638,63
2523,cases,BC,2023-03-01,396683,45
2524,cases,BC,2023-03-02,396745,62
2525,cases,BC,2023-03-03,396778,33
2526,cases,BC,2023-03-04,396815,37
2527,cases,BC,2023-03-05,396868,53
2528,cases,BC,2023-03-06,396917,49
2529,cases,BC,2023-03-07,396988,71
2530,cases,BC,2023-03-08,397041,53
2531,cases,BC,2023-03-09,397086,45
2532,cases,BC,2023-03-10,397134,48
2533,cases,BC,2023-03-11,397189,55
2534,cases,BC,2023-03-12,397243,54
2535,cases,BC,2023-03-13,397294,51
2536,cases,BC,2023-03-14,397366,72
2537,cases,BC,2023-03-15,397430,64
2538,cases,BC,2023-03-16,397483,53
2539,cases,BC,2023-03-17,397540,57
2540,cases,BC,2023-03-18,397594,54
2541,cases,BC,2023-03-19,397659,65
2542,cases,BC,2023-03-20,397714,55
2543,cases,BC,2023-03-21,397786,72
2544,cases,BC,2023-03-22,397848,62
2545,cases,BC,2023-03-23,397916,68
2546,cases,BC,2023-03-24,397972,56
2547,cases,BC,2023-03-25,398049,77
2548,cases,BC,2023-03-26,398119,70
2549,cases,BC,2023-03-27,398193,74
2550,cases,BC,2023-03-28,398272,79
2551,cases,BC,2023-03-29,398327,55
2552,cases,BC,2023-03-30,398387,60
2553,cases,BC,2023-03-31,398446,59
2554,cases,BC,2023-04-01,398507,61
2555,cases,BC,2023-04-02,398573,66
2556,cases,BC,2023-04-03,398634,61
2557,cases,BC,2023-04-04,398705,71
2558,cases,BC,2023-04-05,398779,74
2559,cases,BC,2023-04-06,398847,68
2560,cases,BC,2023-04-07,398919,72
2561,cases,BC,2023-04-08,398976,57
2562,cases,BC,2023-04-09,399039,63
2563,cases,BC,2023-04-10,399136,97
2564,cases,BC,2023-04-11,399206,70
2565,cases,BC,2023-04-12,399271,65
2566,cases,BC,2023-04-13,399341,70
2567,cases,BC,2023-04-14,399426,85
2568,cases,BC,2023-04-15,399495,69
2569,cases,BC,2023-04-16,399563,68
2570,cases,BC,2023-04-17,399641,78
2571,cases,BC,2023-04-18,399719,78
2572,cases,BC,2023-04-19,399793,74
2573,cases,BC,2023-04-20,399870,77
2574,cases,BC,2023-04-21,399953,83
2575,cases,BC,2023-04-22,400025,72
2576,cases,BC,2023-04-23,400095,70
2577,cases,BC,2023-04-24,400204,109
2578,cases,BC,2023-04-25,400304,100
2579,cases,BC,2023-04-26,400407,103
2580,cases,BC,2023-04-27,400491,84
2581,cases,BC,2023-04-28,400571,80
2582,cases,BC,2023-04-29,400649,78
2583,cases,BC,2023-04-30,400712,63
2584,cases,BC,2023-05-01,400792,80
2585,cases,BC,2023-05-02,400851,59
2586,cases,BC,2023-05-03,400919,68
2587,cases,BC,2023-05-04,400999,80
2588,cases,BC,2023-05-05,401056,57
2589,cases,BC,2023-05-06,401104,48
2590,cases,BC,2023-05-07,401153,49
2591,cases,BC,2023-05-08,401217,64
2592,cases,BC,2023-05-09,401268,51
2593,cases,BC,2023-05-10,401324,56
2594,cases,BC,2023-05-11,401382,58
2595,cases,BC,2023-05-12,401425,43
2596,cases,BC,2023-05-13,401470,45
2597,cases,BC,2023-05-14,401520,50
2598,cases,BC,2023-05-15,401572,52
2599,cases,BC,2023-05-16,401626,54
2600,cases,BC,2023-05-17,401681,55
2601,cases,BC,2023-05-18,401723,42
2602,cases,BC,2023-05-19,401763,40
2603,cases,BC,2023-05-20,401781,18
2604,cases,BC,2023-05-21,401821,40
2605,cases,BC,2023-05-22,401846,25
2606,cases,BC,2023-05-23,401896,50
2607,cases,BC,2023-05-24,401938,42
2608,cases,BC,2023-05-25,401973,35
2609,cases,BC,2023-05-26,402000,27
2610,cases,BC,2023-05-27,402038,38
2611,cases,BC,2023-05-28,402063,25
2612,cases,BC,2023-05-29,402105,42
2613,cases,BC,2023-05-30,402132,27
2614,cases,BC,2023-05-31,402160,28
2615,cases,BC,2023-06-01,402180,20
2616,cases,BC,2023-06-02,402218,38
2617,cases,BC,2023-06-03,402243,25
2618,cases,BC,2023-06-04,402263,20
2619,cases,BC,2023-06-05,402291,28
2620,cases,BC,2023-06-06,402313,22
2621,cases,BC,2023-06-07,402343,30
2622,cases,BC,2023-06-08,402365,22
2623,cases,BC,2023-06-09,402394,29
2624,cases,BC,2023-06-10,402419,25
2625,cases,BC,2023-06-11,402438,19
2626,cases,BC,2023-06-12,402477,39
2627,cases,BC,2023-06-13,402504,27
2628,cases,BC,2023-06-14,402525,21
2629,cases,BC,2023-06-15,402553,28
2630,cases,BC,2023-06-16,402578,25
2631,cases,BC,2023-06-17,402589,11
2632,cases,BC,2023-06-18,402603,14
2633,cases,BC,2023-06-19,402625,22
2634,cases,BC,2023-06-20,402645,20
2635,cases,BC,2023-06-21,402661,16
2636,cases,BC,2023-06-22,402687,26
2637,cases,BC,2023-06-23,402719,32
2638,cases,BC,2023-06-24,402749,30
2639,cases,BC,2023-06-25,402768,19
2640,cases,BC,2023-06-26,402787,19
2641,cases,BC,2023-06-27,402807,20
2642,cases,BC,2023-06-28,402837,30
2643,cases,BC,2023-06-29,402868,31
2644,cases,BC,2023-06-30,402894,26
2645,cases,BC,2023-07-01,402926,32
2646,cases,BC,2023-07-02,402940,14
2647,cases,BC,2023-07-03,402960,20
2648,cases,BC,2023-07-04,402988,28
2649,cases,BC,2023-07-05,403012,24
2650,cases,BC,2023-07-06,403045,33
2651,cases,BC,2023-07-07,403081,36
2652,cases,BC,2023-07-08,403100,19
2653,cases,BC,2023-07-09,403121,21
2654,cases,BC,2023-07-10,403139,18
2655,cases,BC,2023-07-11,403161,22
2656,cases,BC,2023-07-12,403188,27
2657,cases,BC,2023-07-13,403205,17
2658,cases,BC,2023-07-14,403220,15
2659,cases,BC,2023-07-15,403240,20
2660,cases,BC,2023-07-16,403255,15
2661,cases,BC,2023-07-17,403268,13
2662,cases,BC,2023-07-18,403290,22
2663,cases,BC,2023-07-19,403315,25
2664,cases,BC,2023-07-20,403339,24
2665,cases,BC,2023-07-21,403365,26
2666,cases,BC,2023-07-22,403379,14
2667,cases,BC,2023-07-23,403402,23
2668,cases,BC,2023-07-24,403421,19
2669,cases,BC,2023-07-25,403446,25
2670,cases,BC,2023-07-26,403471,25
2671,cases,BC,2023-07-27,403488,17
2672,cases,BC,2023-07-28,403505,17
2673,cases,BC,2023-07-29,403530,25
2674,cases,BC,2023-07-30,403547,17
2675,cases,BC,2023-07-31,403572,25
2676,cases,BC,2023-08-01,403597,25
2677,cases,BC,2023-08-02,403612,15
2678,cases,BC,2023-08-03,403626,14
2679,cases,BC,2023-08-04,403643,17
2680,cases,BC,2023-08-05,403661,18
2681,cases,BC,2023-08-06,403675,14
2682,cases,BC,2023-08-07,403692,17
2683,cases,BC,2023-08-08,403709,17
2684,cases,BC,2023-08-09,403728,19
2685,cases,BC,2023-08-10,403748,20
2686,cases,BC,2023-08-11,403768,20
2687,cases,BC,2023-08-12,403790,22
2688,cases,BC,2023-08-13,403809,19
2689,cases,BC,2023-08-14,403852,43
2690,cases,BC,2023-08-15,403883,31
2691,cases,BC,2023-08-16,403922,39
2692,cases,BC,2023-08-17,403950,28
2693,cases,BC,2023-08-18,403984,34
2694,cases,BC,2023-08-19,404015,31
2695,cases,BC,2023-08-20,404050,35
2696,cases,BC,2023-08-21,404109,59
2697,cases,BC,2023-08-22,404174,65
2698,cases,BC,2023-08-23,404218,44
2699,cases,BC,2023-08-24,404269,51
2700,cases,BC,2023-08-25,404330,61
2701,cases,BC,2023-08-26,404378,48
2702,cases,BC,2023-08-27,404437,59
2703,cases,BC,2023-08-28,404506,69
2704,cases,BC,2023-08-29,404578,72
2705,cases,BC,2023-08-30,404648,70
2706,cases,BC,2023-08-31,404712,64
2707,cases,BC,2023-09-01,404767,55
2708,cases,BC,2023-09-02,404819,52
2709,cases,BC,2023-09-03,404875,56
2710,cases,BC,2023-09-04,404926,51
2711,cases,BC,2023-09-05,404988,62
2712,cases,BC,2023-09-06,405053,65
2713,cases,BC,2023-09-07,405122,69
2714,cases,BC,2023-09-08,405180,58
2715,cases,BC,2023-09-09,405241,61
2716,cases,BC,2023-09-10,405309,68
2717,cases,BC,2023-09-11,405406,97
2718,cases,BC,2023-09-12,405502,96
2719,cases,BC,2023-09-13,405588,86
2720,cases,BC,2023-09-14,405669,81
2721,cases,BC,2023-09-15,405770,101
2722,cases,BC,2023-09-16,405873,103
2723,cases,BC,2023-09-17,405971,98
2724,cases,BC,2023-09-18,406068,97
2725,cases,BC,2023-09-19,406182,114
2726,cases,BC,2023-09-20,406273,91
2727,cases,BC,2023-09-21,406386,113
2728,cases,BC,2023-09-22,406510,124
2729,cases,BC,2023-09-23,406613,103
2730,cases,BC,2023-09-24,406745,132
2731,cases,BC,2023-09-25,406877,132
2732,cases,BC,2023-09-26,407009,132
2733,cases,BC,2023-09-27,407126,117
2734,cases,BC,2023-09-28,407259,133
2735,cases,BC,2023-09-29,407381,122
2736,cases,BC,2023-09-30,407485,104
2737,cases,BC,2023-10-01,407588,103
2738,cases,BC,2023-10-02,407699,111
2739,cases,BC,2023-10-03,407863,164
2740,cases,BC,2023-10-04,407994,131
2741,cases,BC,2023-10-05,408105,111
2742,cases,BC,2023-10-06,408199,94
2743,cases,BC,2023-10-07,408289,90
2744,cases,BC,2023-10-08,408400,111
2745,cases,BC,2023-10-09,408495,95
2746,cases,BC,2023-10-10,408628,133
2747,cases,BC,2023-10-11,408742,114
2748,cases,BC,2023-10-12,408837,95
2749,cases,BC,2023-10-13,408937,100
2750,cases,BC,2023-10-14,409012,75
2751,cases,BC,2023-10-15,409108,96
2752,cases,BC,2023-10-16,409187,79
2753,cases,BC,2023-10-17,409278,91
2754,cases,BC,2023-10-18,409372,94
2755,cases,BC,2023-10-19,409444,72
2756,cases,BC,2023-10-20,409511,67
2757,cases,BC,2023-10-21,409570,59
2758,cases,BC,2023-10-22,409633,63
2759,cases,BC,2023-10-23,409692,59
2760,cases,BC,2023-10-24,409757,65
2761,cases,BC,2023-10-25,409819,62
2762,cases,BC,2023-10-26,409873,54
2763,cases,BC,2023-10-27,409937,64
2764,cases,BC,2023-10-28,410015,78
2765,cases,BC,2023-10-29,410079,64
2766,cases,BC,2023-10-30,410149,70
2767,cases,BC,2023-10-31,410237,88
2768,cases,BC,2023-11-01,410325,88
2769,cases,BC,2023-11-02,410395,70
2770,cases,BC,2023-11-03,410468,73
2771,cases,BC,2023-11-04,410539,71
2772,cases,BC,2023-11-05,410604,65
2773,cases,BC,2023-11-06,410695,91
2774,cases,BC,2023-11-07,410766,71
2775,cases,BC,2023-11-08,410831,65
2776,cases,BC,2023-11-09,410901,70
2777,cases,BC,2023-11-10,410954,53
2778,cases,BC,2023-11-11,411002,48
2779,cases,BC,2023-11-12,411063,61
2780,cases,BC,2023-11-13,411127,64
2781,cases,BC,2023-11-14,411170,43
2782,cases,BC,2023-11-15,411213,43
2783,cases,BC,2023-11-16,411261,48
2784,cases,BC,2023-11-17,411312,51
2785,cases,BC,2023-11-18,411349,37
2786,cases,BC,2023-11-19,411388,39
2787,cases,BC,2023-11-20,411448,60
2788,cases,BC,2023-11-21,411511,63
2789,cases,BC,2023-11-22,411568,57
2790,cases,BC,2023-11-23,411618,50
2791,cases,BC,2023-11-24,411666,48
2792,cases,BC,2023-11-25,411710,44
2793,cases,BC,2023-11-26,411760,50
2794,cases,BC,2023-11-27,411818,58
2795,cases,BC,2023-11-28,411877,59
2796,cases,BC,2023-11-29,411914,37
2797,cases,BC,2023-11-30,411955,41
2798,cases,BC,2023-12-01,412008,53
2799,cases,BC,2023-12-02,412060,52
2800,cases,BC,2023-12-03,412113,53
2801,cases,BC,2023-12-04,412174,61
2802,cases,BC,2023-12-05,412222,48
2803,cases,BC,2023-12-06,412299,77
2804,cases,BC,2023-12-07,412372,73
2805,cases,BC,2023-12-08,412417,45
2806,cases,BC,2023-12-09,412461,44
2807,cases,BC,2023-12-10,412503,42
2808,cases,BC,2023-12-11,412552,49
2809,cases,BC,2023-12-12,412609,57
2810,cases,BC,2023-12-13,412655,46
2811,cases,BC,2023-12-14,412707,52
2812,cases,BC,2023-12-15,412758,51
2813,cases,BC,2023-12-16,412807,49
2814,cases,BC,2023-12-17,412854,47
2815,cases,BC,2023-12-18,412899,45
2816,cases,BC,2023-12-19,412954,55
2817,cases,BC,2023-12-20,413017,63
2818,cases,BC,2023-12-21,413076,59
2819,cases,BC,2023-12-22,413125,49
2820,cases,BC,2023-12-23,413170,45
2821,cases,BC,2023-12-24,413224,54
2822,cases,BC,2023-12-25,413270,46
2823,cases,BC,2023-12-26,413321,51
2824,cases,BC,2023-12-27,413397,76
2825,cases,BC,2023-12-28,413470,73
2826,cases,BC,2023-12-29,413538,68
2827,cases,BC,2023-12-30,413593,55
2828,cases,BC,2023-12-31,413649,56
