data,agegroup,n
2021-04-15,2.0,160
2021-04-15,3.0,1495
2021-04-15,4.0,1607
2021-04-15,5.0,5235
2021-04-15,6.0,10477
2021-04-15,7.0,44342
2021-04-15,8.0,3406
2021-04-15,9.0,440
2021-04-15,10.0,77
2021-04-16,1.0,5
2021-04-16,2.0,189
2021-04-16,3.0,1690
2021-04-16,4.0,1641
2021-04-16,5.0,3591
2021-04-16,6.0,6216
2021-04-16,7.0,35782
2021-04-16,8.0,3784
2021-04-16,9.0,365
2021-04-16,10.0,57
2021-04-17,1.0,0
2021-04-17,2.0,25
2021-04-17,3.0,205
2021-04-17,4.0,232
2021-04-17,5.0,1603
2021-04-17,6.0,3524
2021-04-17,7.0,14450
2021-04-17,8.0,1492
2021-04-17,9.0,207
2021-04-17,10.0,29
2021-04-18,1.0,1
2021-04-18,2.0,2
2021-04-18,3.0,46
2021-04-18,4.0,33
2021-04-18,5.0,66
2021-04-18,6.0,73
2021-04-18,7.0,9101
2021-04-18,8.0,181
2021-04-18,9.0,21
2021-04-18,10.0,2
2021-04-19,1.0,1
2021-04-19,2.0,95
2021-04-19,3.0,1122
2021-04-19,4.0,1157
2021-04-19,5.0,4685
2021-04-19,6.0,5022
2021-04-19,7.0,61444
2021-04-19,8.0,2755
2021-04-19,9.0,305
2021-04-19,10.0,40
2021-04-20,1.0,4
2021-04-20,2.0,131
2021-04-20,3.0,998
2021-04-20,4.0,1266
2021-04-20,5.0,3430
2021-04-20,6.0,3785
2021-04-20,7.0,119342
2021-04-20,8.0,3367
2021-04-20,9.0,371
2021-04-20,10.0,60
2021-04-21,1.0,7
2021-04-21,2.0,35
2021-04-21,3.0,330
2021-04-21,4.0,390
2021-04-21,5.0,1231
2021-04-21,6.0,1211
2021-04-21,7.0,231553
2021-04-21,8.0,2433
2021-04-21,9.0,328
2021-04-21,10.0,50
2021-04-22,1.0,3
2021-04-22,2.0,148
2021-04-22,3.0,1080
2021-04-22,4.0,1313
2021-04-22,5.0,1967
2021-04-22,6.0,2437
2021-04-22,7.0,129488
2021-04-22,8.0,2939
2021-04-22,9.0,354
2021-04-22,10.0,75
2021-04-23,1.0,5
2021-04-23,2.0,143
2021-04-23,3.0,1120
2021-04-23,4.0,1228
2021-04-23,5.0,1678
2021-04-23,6.0,2029
2021-04-23,7.0,202479
2021-04-23,8.0,2514
2021-04-23,9.0,378
2021-04-23,10.0,54
2021-04-24,1.0,1
2021-04-24,2.0,31
2021-04-24,3.0,296
2021-04-24,4.0,358
2021-04-24,5.0,515
2021-04-24,6.0,582
2021-04-24,7.0,51367
2021-04-24,8.0,1254
2021-04-24,9.0,188
2021-04-24,10.0,34
2021-04-25,2.0,3
2021-04-25,3.0,20
2021-04-25,4.0,39
2021-04-25,5.0,35
2021-04-25,6.0,90
2021-04-25,7.0,6008
2021-04-25,8.0,103
2021-04-25,9.0,22
2021-04-25,10.0,2
2021-04-26,1.0,1
2021-04-26,2.0,96
2021-04-26,3.0,781
2021-04-26,4.0,976
2021-04-26,5.0,1351
2021-04-26,6.0,1479
2021-04-26,7.0,88992
2021-04-26,8.0,2115
2021-04-26,9.0,290
2021-04-26,10.0,46
2021-04-27,1.0,0
2021-04-27,2.0,88
2021-04-27,3.0,956
2021-04-27,4.0,1098
2021-04-27,5.0,1398
2021-04-27,6.0,1658
2021-04-27,7.0,66196
2021-04-27,8.0,1718
2021-04-27,9.0,372
2021-04-27,10.0,48
2021-04-28,1.0,2
2021-04-28,2.0,107
2021-04-28,3.0,978
2021-04-28,4.0,1082
2021-04-28,5.0,1289
2021-04-28,6.0,1475
2021-04-28,7.0,101788
2021-04-28,8.0,1746
2021-04-28,9.0,339
2021-04-28,10.0,56
2021-04-29,1.0,5
2021-04-29,2.0,139
2021-04-29,3.0,947
2021-04-29,4.0,1222
2021-04-29,5.0,1301
2021-04-29,6.0,1435
2021-04-29,7.0,177514
2021-04-29,8.0,1758
2021-04-29,9.0,362
2021-04-29,10.0,74
2021-04-30,2.0,128
2021-04-30,3.0,1195
2021-04-30,4.0,1461
2021-04-30,5.0,1603
2021-04-30,6.0,1774
2021-04-30,7.0,77507
2021-04-30,8.0,1428
2021-04-30,9.0,293
2021-04-30,10.0,71
2021-05-01,1.0,0
2021-05-01,2.0,29
2021-05-01,3.0,159
2021-05-01,4.0,223
2021-05-01,5.0,319
2021-05-01,6.0,489
2021-05-01,7.0,19089
2021-05-01,8.0,274
2021-05-01,9.0,65
2021-05-01,10.0,19
2021-05-02,2.0,10
2021-05-02,3.0,38
2021-05-02,4.0,70
2021-05-02,5.0,80
2021-05-02,6.0,146
2021-05-02,7.0,14110
2021-05-02,8.0,105
2021-05-02,9.0,17
2021-05-02,10.0,4
2021-05-03,1.0,2
2021-05-03,2.0,113
2021-05-03,3.0,1425
2021-05-03,4.0,1554
2021-05-03,5.0,1689
2021-05-03,6.0,1828
2021-05-03,7.0,71270
2021-05-03,8.0,1138
2021-05-03,9.0,237
2021-05-03,10.0,45
2021-05-04,1.0,5
2021-05-04,2.0,200
2021-05-04,3.0,2441
2021-05-04,4.0,3373
2021-05-04,5.0,3453
2021-05-04,6.0,3312
2021-05-04,7.0,130219
2021-05-04,8.0,1292
2021-05-04,9.0,245
2021-05-04,10.0,40
2021-05-05,1.0,4
2021-05-05,2.0,317
2021-05-05,3.0,3273
2021-05-05,4.0,4094
2021-05-05,5.0,3830
2021-05-05,6.0,3903
2021-05-05,7.0,188364
2021-05-05,8.0,1341
2021-05-05,9.0,300
2021-05-05,10.0,72
2021-05-06,1.0,11
2021-05-06,2.0,355
2021-05-06,3.0,3242
2021-05-06,4.0,2911
2021-05-06,5.0,2606
2021-05-06,6.0,5159
2021-05-06,7.0,382672
2021-05-06,8.0,1464
2021-05-06,9.0,322
2021-05-06,10.0,79
2021-05-07,1.0,8
2021-05-07,2.0,548
2021-05-07,3.0,5280
2021-05-07,4.0,5203
2021-05-07,5.0,4275
2021-05-07,6.0,6041
2021-05-07,7.0,186144
2021-05-07,8.0,1270
2021-05-07,9.0,304
2021-05-07,10.0,47
2021-05-08,1.0,4
2021-05-08,2.0,351
2021-05-08,3.0,3566
2021-05-08,4.0,3126
2021-05-08,5.0,2514
2021-05-08,6.0,3980
2021-05-08,7.0,84260
2021-05-08,8.0,671
2021-05-08,9.0,122
2021-05-08,10.0,34
2021-05-09,2.0,18
2021-05-09,3.0,92
2021-05-09,4.0,143
2021-05-09,5.0,131
2021-05-09,6.0,159
2021-05-09,7.0,2566
2021-05-09,8.0,20
2021-05-09,9.0,3
2021-05-09,10.0,2
2021-05-10,1.0,2
2021-05-10,2.0,968
2021-05-10,3.0,7174
2021-05-10,4.0,7947
2021-05-10,5.0,7314
2021-05-10,6.0,10965
2021-05-10,7.0,65896
2021-05-10,8.0,1007
2021-05-10,9.0,248
2021-05-10,10.0,54
2021-05-11,1.0,3
2021-05-11,2.0,902
2021-05-11,3.0,7141
2021-05-11,4.0,8723
2021-05-11,5.0,8450
2021-05-11,6.0,24323
2021-05-11,7.0,46295
2021-05-11,8.0,937
2021-05-11,9.0,239
2021-05-11,10.0,43
2021-05-12,1.0,3
2021-05-12,2.0,672
2021-05-12,3.0,5303
2021-05-12,4.0,5238
2021-05-12,5.0,5115
2021-05-12,6.0,157368
2021-05-12,7.0,29336
2021-05-12,8.0,789
2021-05-12,9.0,222
2021-05-12,10.0,37
2021-05-13,1.0,1
2021-05-13,2.0,543
2021-05-13,3.0,4817
2021-05-13,4.0,5265
2021-05-13,5.0,5205
2021-05-13,6.0,108870
2021-05-13,7.0,24453
2021-05-13,8.0,745
2021-05-13,9.0,201
2021-05-13,10.0,42
2021-05-14,1.0,5
2021-05-14,2.0,660
2021-05-14,3.0,4724
2021-05-14,4.0,4943
2021-05-14,5.0,6156
2021-05-14,6.0,208907
2021-05-14,7.0,23414
2021-05-14,8.0,988
2021-05-14,9.0,232
2021-05-14,10.0,42
2021-05-15,1.0,1
2021-05-15,2.0,434
2021-05-15,3.0,3623
2021-05-15,4.0,2926
2021-05-15,5.0,7288
2021-05-15,6.0,79559
2021-05-15,7.0,12977
2021-05-15,8.0,608
2021-05-15,9.0,130
2021-05-15,10.0,21
2021-05-16,2.0,2598
2021-05-16,3.0,16456
2021-05-16,4.0,18208
2021-05-16,5.0,16489
2021-05-16,6.0,21816
2021-05-16,7.0,2282
2021-05-16,8.0,50
2021-05-16,9.0,23
2021-05-16,10.0,0
2021-05-17,1.0,6
2021-05-17,2.0,643
2021-05-17,3.0,4797
2021-05-17,4.0,7053
2021-05-17,5.0,11838
2021-05-17,6.0,117038
2021-05-17,7.0,15307
2021-05-17,8.0,746
2021-05-17,9.0,186
2021-05-17,10.0,33
2021-05-18,1.0,4
2021-05-18,2.0,702
2021-05-18,3.0,7662
2021-05-18,4.0,23117
2021-05-18,5.0,25722
2021-05-18,6.0,123038
2021-05-18,7.0,15636
2021-05-18,8.0,867
2021-05-18,9.0,228
2021-05-18,10.0,40
2021-05-19,1.0,6
2021-05-19,2.0,658
2021-05-19,3.0,6405
2021-05-19,4.0,32407
2021-05-19,5.0,21937
2021-05-19,6.0,95393
2021-05-19,7.0,11167
2021-05-19,8.0,676
2021-05-19,9.0,180
2021-05-19,10.0,27
2021-05-20,1.0,3
2021-05-20,2.0,568
2021-05-20,3.0,5411
2021-05-20,4.0,17885
2021-05-20,5.0,55853
2021-05-20,6.0,79340
2021-05-20,7.0,10771
2021-05-20,8.0,660
2021-05-20,9.0,178
2021-05-20,10.0,31
2021-05-21,1.0,10
2021-05-21,2.0,534
2021-05-21,3.0,4990
2021-05-21,4.0,13896
2021-05-21,5.0,86497
2021-05-21,6.0,83238
2021-05-21,7.0,10507
2021-05-21,8.0,734
2021-05-21,9.0,261
2021-05-21,10.0,33
2021-05-22,1.0,3
2021-05-22,2.0,865
2021-05-22,3.0,4360
2021-05-22,4.0,5363
2021-05-22,5.0,31782
2021-05-22,6.0,41003
2021-05-22,7.0,4194
2021-05-22,8.0,353
2021-05-22,9.0,166
2021-05-22,10.0,14
2021-05-23,2.0,19
2021-05-23,3.0,477
2021-05-23,4.0,1170
2021-05-23,5.0,5087
2021-05-23,6.0,2860
2021-05-23,7.0,351
2021-05-23,8.0,22
2021-05-23,9.0,14
2021-05-23,10.0,3
2021-05-24,1.0,5
2021-05-24,2.0,369
2021-05-24,3.0,3367
2021-05-24,4.0,8764
2021-05-24,5.0,58157
2021-05-24,6.0,58086
2021-05-24,7.0,8420
2021-05-24,8.0,618
2021-05-24,9.0,406
2021-05-24,10.0,30
2021-05-25,1.0,4
2021-05-25,2.0,476
2021-05-25,3.0,4497
2021-05-25,4.0,11609
2021-05-25,5.0,55266
2021-05-25,6.0,58595
2021-05-25,7.0,9213
2021-05-25,8.0,758
2021-05-25,9.0,330
2021-05-25,10.0,26
2021-05-26,1.0,6
2021-05-26,2.0,493
2021-05-26,3.0,4185
2021-05-26,4.0,9594
2021-05-26,5.0,51332
2021-05-26,6.0,54328
2021-05-26,7.0,7709
2021-05-26,8.0,972
2021-05-26,9.0,296
2021-05-26,10.0,40
2021-05-27,1.0,4
2021-05-27,2.0,587
2021-05-27,3.0,8719
2021-05-27,4.0,11363
2021-05-27,5.0,54156
2021-05-27,6.0,49128
2021-05-27,7.0,8509
2021-05-27,8.0,759
2021-05-27,9.0,388
2021-05-27,10.0,30
2021-05-28,1.0,8
2021-05-28,2.0,1218
2021-05-28,3.0,29390
2021-05-28,4.0,16176
2021-05-28,5.0,120979
2021-05-28,6.0,46902
2021-05-28,7.0,8740
2021-05-28,8.0,881
2021-05-28,9.0,369
2021-05-28,10.0,45
2021-05-29,1.0,5
2021-05-29,2.0,693
2021-05-29,3.0,10671
2021-05-29,4.0,9720
2021-05-29,5.0,44362
2021-05-29,6.0,19905
2021-05-29,7.0,4171
2021-05-29,8.0,296
2021-05-29,9.0,165
2021-05-29,10.0,11
2021-05-30,2.0,67
2021-05-30,3.0,866
2021-05-30,4.0,1182
2021-05-30,5.0,7016
2021-05-30,6.0,2862
2021-05-30,7.0,288
2021-05-30,8.0,12
2021-05-30,9.0,3
2021-05-30,10.0,0
2021-05-31,1.0,4
2021-05-31,2.0,999
2021-05-31,3.0,12701
2021-05-31,4.0,14822
2021-05-31,5.0,69625
2021-05-31,6.0,36787
2021-05-31,7.0,5750
2021-05-31,8.0,419
2021-05-31,9.0,209
2021-05-31,10.0,19
2021-06-01,1.0,5
2021-06-01,2.0,1154
2021-06-01,3.0,13763
2021-06-01,4.0,29135
2021-06-01,5.0,63064
2021-06-01,6.0,38503
2021-06-01,7.0,5353
2021-06-01,8.0,523
2021-06-01,9.0,303
2021-06-01,10.0,23
2021-06-02,1.0,7
2021-06-02,2.0,1737
2021-06-02,3.0,15896
2021-06-02,4.0,105699
2021-06-02,5.0,69064
2021-06-02,6.0,43190
2021-06-02,7.0,5888
2021-06-02,8.0,690
2021-06-02,9.0,251
2021-06-02,10.0,22
2021-06-03,1.0,7
2021-06-03,2.0,895
2021-06-03,3.0,8970
2021-06-03,4.0,42871
2021-06-03,5.0,28524
2021-06-03,6.0,18815
2021-06-03,7.0,2650
2021-06-03,8.0,338
2021-06-03,9.0,92
2021-06-03,10.0,10
2021-06-04,1.0,3
2021-06-04,2.0,1352
2021-06-04,3.0,11956
2021-06-04,4.0,47136
2021-06-04,5.0,35909
2021-06-04,6.0,23549
2021-06-04,7.0,3231
2021-06-04,8.0,321
2021-06-04,9.0,117
2021-06-04,10.0,24
2021-06-05,2.0,1300
2021-06-05,3.0,7938
2021-06-05,4.0,24548
2021-06-05,5.0,17234
2021-06-05,6.0,14467
2021-06-05,7.0,2776
2021-06-05,8.0,311
2021-06-05,9.0,95
2021-06-05,10.0,22
2021-06-06,2.0,367
2021-06-06,3.0,3057
2021-06-06,4.0,2034
2021-06-06,5.0,1872
2021-06-06,6.0,1009
2021-06-06,7.0,128
2021-06-06,8.0,5
2021-06-06,9.0,3
2021-06-06,10.0,1
2021-06-07,1.0,6
2021-06-07,2.0,4343
2021-06-07,3.0,35129
2021-06-07,4.0,52571
2021-06-07,5.0,39866
2021-06-07,6.0,35257
2021-06-07,7.0,5766
2021-06-07,8.0,487
2021-06-07,9.0,155
2021-06-07,10.0,24
2021-06-08,1.0,17
2021-06-08,2.0,4249
2021-06-08,3.0,34180
2021-06-08,4.0,47358
2021-06-08,5.0,38416
2021-06-08,6.0,37508
2021-06-08,7.0,5175
2021-06-08,8.0,456
2021-06-08,9.0,130
2021-06-08,10.0,21
2021-06-09,1.0,9
2021-06-09,2.0,4402
2021-06-09,3.0,34012
2021-06-09,4.0,43849
2021-06-09,5.0,51560
2021-06-09,6.0,42669
2021-06-09,7.0,4217
2021-06-09,8.0,400
2021-06-09,9.0,140
2021-06-09,10.0,17
2021-06-10,1.0,7
2021-06-10,2.0,4631
2021-06-10,3.0,40224
2021-06-10,4.0,54670
2021-06-10,5.0,51410
2021-06-10,6.0,50156
2021-06-10,7.0,4287
2021-06-10,8.0,482
2021-06-10,9.0,139
2021-06-10,10.0,19
2021-06-11,1.0,9
2021-06-11,2.0,5686
2021-06-11,3.0,56795
2021-06-11,4.0,90931
2021-06-11,5.0,72173
2021-06-11,6.0,61120
2021-06-11,7.0,3883
2021-06-11,8.0,393
2021-06-11,9.0,104
2021-06-11,10.0,21
2021-06-12,1.0,2
2021-06-12,2.0,2107
2021-06-12,3.0,26716
2021-06-12,4.0,44409
2021-06-12,5.0,32791
2021-06-12,6.0,60106
2021-06-12,7.0,2355
2021-06-12,8.0,183
2021-06-12,9.0,57
2021-06-12,10.0,10
2021-06-13,1.0,1
2021-06-13,2.0,133
2021-06-13,3.0,1568
2021-06-13,4.0,2510
2021-06-13,5.0,2063
2021-06-13,6.0,4386
2021-06-13,7.0,90
2021-06-13,8.0,11
2021-06-13,9.0,4
2021-06-13,10.0,0
2021-06-14,1.0,4
2021-06-14,2.0,4072
2021-06-14,3.0,37813
2021-06-14,4.0,58089
2021-06-14,5.0,46601
2021-06-14,6.0,125742
2021-06-14,7.0,4448
2021-06-14,8.0,386
2021-06-14,9.0,110
2021-06-14,10.0,21
2021-06-15,1.0,6
2021-06-15,2.0,4103
2021-06-15,3.0,36011
2021-06-15,4.0,51385
2021-06-15,5.0,41595
2021-06-15,6.0,183379
2021-06-15,7.0,4629
2021-06-15,8.0,509
2021-06-15,9.0,172
2021-06-15,10.0,35
2021-06-16,1.0,6
2021-06-16,2.0,3047
2021-06-16,3.0,26780
2021-06-16,4.0,35021
2021-06-16,5.0,36516
2021-06-16,6.0,437954
2021-06-16,7.0,4341
2021-06-16,8.0,437
2021-06-16,9.0,160
2021-06-16,10.0,21
2021-06-17,1.0,3
2021-06-17,2.0,2895
2021-06-17,3.0,24807
2021-06-17,4.0,31140
2021-06-17,5.0,49720
2021-06-17,6.0,401557
2021-06-17,7.0,4489
2021-06-17,8.0,476
2021-06-17,9.0,155
2021-06-17,10.0,28
2021-06-18,1.0,3
2021-06-18,2.0,3000
2021-06-18,3.0,24632
2021-06-18,4.0,29818
2021-06-18,5.0,48113
2021-06-18,6.0,357749
2021-06-18,7.0,4690
2021-06-18,8.0,504
2021-06-18,9.0,162
2021-06-18,10.0,33
2021-06-19,1.0,6
2021-06-19,2.0,1726
2021-06-19,3.0,13944
2021-06-19,4.0,17015
2021-06-19,5.0,67942
2021-06-19,6.0,319055
2021-06-19,7.0,3047
2021-06-19,8.0,281
2021-06-19,9.0,111
2021-06-19,10.0,17
2021-06-20,2.0,84
2021-06-20,3.0,604
2021-06-20,4.0,735
2021-06-20,5.0,6697
2021-06-20,6.0,25424
2021-06-20,7.0,191
2021-06-20,8.0,20
2021-06-20,9.0,23
2021-06-20,10.0,3
2021-06-21,1.0,3
2021-06-21,2.0,1907
2021-06-21,3.0,15074
2021-06-21,4.0,18784
2021-06-21,5.0,94502
2021-06-21,6.0,196662
2021-06-21,7.0,3715
2021-06-21,8.0,413
2021-06-21,9.0,137
2021-06-21,10.0,13
2021-06-22,1.0,2
2021-06-22,2.0,1630
2021-06-22,3.0,11939
2021-06-22,4.0,14919
2021-06-22,5.0,129432
2021-06-22,6.0,137559
2021-06-22,7.0,3152
2021-06-22,8.0,384
2021-06-22,9.0,130
2021-06-22,10.0,18
2021-06-23,1.0,5
2021-06-23,2.0,2047
2021-06-23,3.0,15282
2021-06-23,4.0,18159
2021-06-23,5.0,304390
2021-06-23,6.0,118921
2021-06-23,7.0,3699
2021-06-23,8.0,552
2021-06-23,9.0,169
2021-06-23,10.0,41
2021-06-24,1.0,5
2021-06-24,2.0,2265
2021-06-24,3.0,14967
2021-06-24,4.0,16654
2021-06-24,5.0,300088
2021-06-24,6.0,85860
2021-06-24,7.0,3280
2021-06-24,8.0,504
2021-06-24,9.0,135
2021-06-24,10.0,19
2021-06-25,1.0,8
2021-06-25,2.0,2411
2021-06-25,3.0,15230
2021-06-25,4.0,21105
2021-06-25,5.0,319850
2021-06-25,6.0,64733
2021-06-25,7.0,3048
2021-06-25,8.0,517
2021-06-25,9.0,159
2021-06-25,10.0,26
2021-06-26,1.0,4
2021-06-26,2.0,741
2021-06-26,3.0,6325
2021-06-26,4.0,8507
2021-06-26,5.0,197926
2021-06-26,6.0,47573
2021-06-26,7.0,1820
2021-06-26,8.0,249
2021-06-26,9.0,89
2021-06-26,10.0,10
2021-06-27,2.0,80
2021-06-27,3.0,743
2021-06-27,4.0,1979
2021-06-27,5.0,23668
2021-06-27,6.0,3354
2021-06-27,7.0,80
2021-06-27,8.0,17
2021-06-27,9.0,8
2021-06-27,10.0,1
2021-06-28,1.0,8
2021-06-28,2.0,1612
2021-06-28,3.0,9923
2021-06-28,4.0,13281
2021-06-28,5.0,185985
2021-06-28,6.0,32365
2021-06-28,7.0,2465
2021-06-28,8.0,442
2021-06-28,9.0,120
2021-06-28,10.0,20
2021-06-29,1.0,7
2021-06-29,2.0,1460
2021-06-29,3.0,9273
2021-06-29,4.0,12664
2021-06-29,5.0,280767
2021-06-29,6.0,27178
2021-06-29,7.0,1908
2021-06-29,8.0,302
2021-06-29,9.0,94
2021-06-29,10.0,11
2021-06-30,1.0,5
2021-06-30,2.0,1379
2021-06-30,3.0,9202
2021-06-30,4.0,18819
2021-06-30,5.0,351109
2021-06-30,6.0,23747
2021-06-30,7.0,1771
2021-06-30,8.0,372
2021-06-30,9.0,83
2021-06-30,10.0,8
2021-07-01,1.0,5
2021-07-01,2.0,1493
2021-07-01,3.0,10084
2021-07-01,4.0,27655
2021-07-01,5.0,235512
2021-07-01,6.0,27214
2021-07-01,7.0,1938
2021-07-01,8.0,372
2021-07-01,9.0,92
2021-07-01,10.0,10
2021-07-02,1.0,3
2021-07-02,2.0,1666
2021-07-02,3.0,11042
2021-07-02,4.0,32528
2021-07-02,5.0,236510
2021-07-02,6.0,26836
2021-07-02,7.0,2277
2021-07-02,8.0,368
2021-07-02,9.0,103
2021-07-02,10.0,12
2021-07-03,1.0,2
2021-07-03,2.0,418
2021-07-03,3.0,2870
2021-07-03,4.0,24434
2021-07-03,5.0,90280
2021-07-03,6.0,9399
2021-07-03,7.0,865
2021-07-03,8.0,132
2021-07-03,9.0,34
2021-07-03,10.0,6
2021-07-04,2.0,13
2021-07-04,3.0,108
2021-07-04,4.0,446
2021-07-04,5.0,4634
2021-07-04,6.0,551
2021-07-04,7.0,30
2021-07-04,8.0,7
2021-07-04,9.0,1
2021-07-05,1.0,7
2021-07-05,2.0,1227
2021-07-05,3.0,8955
2021-07-05,4.0,50244
2021-07-05,5.0,217459
2021-07-05,6.0,22404
2021-07-05,7.0,2434
2021-07-05,8.0,422
2021-07-05,9.0,98
2021-07-05,10.0,22
2021-07-06,1.0,5
2021-07-06,2.0,1094
2021-07-06,3.0,7861
2021-07-06,4.0,88905
2021-07-06,5.0,130220
2021-07-06,6.0,19215
2021-07-06,7.0,1998
2021-07-06,8.0,322
2021-07-06,9.0,90
2021-07-06,10.0,17
2021-07-07,1.0,4
2021-07-07,2.0,1024
2021-07-07,3.0,7031
2021-07-07,4.0,123836
2021-07-07,5.0,103373
2021-07-07,6.0,12625
2021-07-07,7.0,1673
2021-07-07,8.0,287
2021-07-07,9.0,85
2021-07-07,10.0,20
2021-07-08,1.0,7
2021-07-08,2.0,1269
2021-07-08,3.0,8999
2021-07-08,4.0,190761
2021-07-08,5.0,95608
2021-07-08,6.0,17628
2021-07-08,7.0,1957
2021-07-08,8.0,437
2021-07-08,9.0,107
2021-07-08,10.0,15
2021-07-09,1.0,3
2021-07-09,2.0,511
2021-07-09,3.0,4038
2021-07-09,4.0,132409
2021-07-09,5.0,74744
2021-07-09,6.0,10060
2021-07-09,7.0,1123
2021-07-09,8.0,176
2021-07-09,9.0,56
2021-07-09,10.0,14
